RA,Nome,Ano,Idade,Genero,Ano_ingresso,Anos_na_PM,Instituicao_ensino,Fase_raw,Fase_num,Turma,Pedra,INDE,IAN,IDA,IEG,IAA,IPS,IPP,IPV,Nota_Mat,Nota_Por,Nota_Ing,Fase_ideal_raw,Fase_ideal_num,Defasagem,Categoria_Defasagem,Indicado_bolsa,Atingiu_PV,Rec_Psicologia
RA-35,Aluno-35,2022,17,Feminino,2019,3.0,Rede Decisão,6,6,A,Topázio,8.965,5.0,8.5,9.6,10.0,9.4,,10.0,9.0,7.1,9.3,Fase 7 (3º EM),7.0,-1,Moderada,False,True,Sem limitações
RA-35,Aluno-35,2023,18,Feminino,2019,4.0,Privada *Parcerias com Bolsa 100%,FASE 8,8,8E,,,10.0,,,,,,,,,,Fase 8 (Universitários),8.0,0,Em fase,,,
RA-35,Aluno-35,2024,19,Feminino,2021,3.0,Privada *Parcerias com Bolsa 100%,8E,8,8E,,,10.0,,0.0,,,,,,,,Fase 8 (Universitários),8.0,0,Em fase,,,
RA-350,Aluno-350,2022,11,Feminino,2022,0.0,Escola Pública,2,2,D,Topázio,8.206,10.0,6.5,8.8,10.0,7.5,,8.611,7.0,6.0,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,True,Não atendido
RA-350,Aluno-350,2023,12,Feminino,2022,1.0,Pública,FASE 2,2,2D,Ametista,7.972033333,5.0,9.0,9.7,10.0,2.52,8.958333333,7.92,8.8,9.2,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-351,Aluno-351,2022,14,Masculino,2022,0.0,Escola Pública,2,2,D,Ágata,6.622,5.0,4.0,7.2,9.0,7.5,,8.111,3.2,4.8,,Fase 4 (9º ano),4.0,-2,Moderada,False,False,Não atendido
RA-352,Aluno-352,2022,11,Masculino,2019,3.0,Escola Pública,2,2,D,Ametista,7.834,10.0,7.0,8.1,9.0,5.6,,8.389,7.3,6.7,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,True,Requer avaliação
RA-352,Aluno-352,2023,12,Masculino,2019,4.0,Pública,FASE 3,3,3B,Ametista,7.840341667,10.0,7.2,8.1,9.2,6.26,7.96875,7.17,8.2,6.0,7.5,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-352,Aluno-352,2024,13,Masculino,2021,3.0,Pública,4B,4,4B,Quartzo,5.9794829346,10.0,3.1666666666666665,4.453748006333333,8.334,6.26,6.375,6.7925,2.0,5.5,2.0,Fase 3 (7° e 8° ano),3.0,1,Em fase,,,
RA-353,Aluno-353,2022,11,Feminino,2022,0.0,Escola Pública,2,2,D,Topázio,8.264,10.0,7.5,10.0,7.0,7.5,,8.444,8.0,7.0,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,True,Não atendido
RA-353,Aluno-353,2023,12,Feminino,2022,1.0,Pública,FASE 3,3,3D,Topázio,8.309016667,10.0,8.4,9.9,8.8,2.52,7.8125,8.67,8.5,7.3,9.5,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-354,Aluno-354,2022,13,Feminino,2018,4.0,Escola Pública,2,2,D,Quartzo,5.858,5.0,4.5,4.3,8.5,7.5,,7.333,2.8,6.2,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Não atendido
RA-355,Aluno-355,2022,12,Feminino,2018,4.0,Escola Pública,2,2,D,Quartzo,5.379,5.0,4.5,5.0,5.8,7.5,,6.056,5.5,3.5,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Não atendido
RA-356,Aluno-356,2022,12,Masculino,2019,3.0,Escola Pública,2,2,D,Ágata,6.69,5.0,4.6,8.4,10.0,5.0,,8.278,5.3,3.8,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Requer avaliação
RA-356,Aluno-356,2023,13,Masculino,2019,4.0,Pública,FASE 3,3,3C,Ágata,6.452008333,10.0,3.4,8.5,9.2,2.52,6.09375,6.5025,4.3,4.5,1.3,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-356,Aluno-356,2024,14,Masculino,2021,3.0,Pública,4B,4,4B,Ágata,6.627336016533334,10.0,5.333333333333333,6.656346749333334,8.334,5.635,5.25,6.5375,1.0,7.0,8.0,Fase 3 (7° e 8° ano),3.0,1,Em fase,,,
RA-357,Aluno-357,2022,12,Masculino,2022,0.0,Escola Pública,2,2,D,Ametista,7.836,5.0,8.5,9.6,8.0,7.5,,7.778,10.0,7.0,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Não atendido
RA-357,Aluno-357,2023,13,Masculino,2022,1.0,Pública,FASE 2,2,2I,Topázio,8.2832,5.0,8.7,9.6,8.5,7.52,8.75,8.23,8.7,8.7,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-357,Aluno-357,2024,14,Masculino,2022,2.0,Pública,3I,3,3I,Ametista,7.731569404200001,5.0,7.666666666666667,9.028180354333333,8.751,8.135,7.875,7.0825,8.5,7.0,7.5,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-358,Aluno-358,2022,13,Masculino,2022,0.0,Escola Pública,2,2,D,Quartzo,5.412,5.0,0.0,6.5,7.5,7.5,,7.556,0.0,0.0,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Não atendido
RA-359,Aluno-359,2022,12,Feminino,2019,3.0,Escola Pública,2,2,D,Ágata,6.606,5.0,4.6,7.0,9.0,7.5,,7.5,3.3,5.8,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Não atendido
RA-359,Aluno-359,2023,13,Feminino,2019,4.0,Pública,FASE 3,3,3C,Ametista,7.627125,10.0,5.8,9.2,9.6,2.52,7.65625,8.255,6.0,6.7,4.7,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-359,Aluno-359,2024,14,Feminino,2021,3.0,Pública,4C,4,4C,Ametista,7.492006349133335,10.0,5.5,7.162698412666667,9.168,6.26,7.5,8.333333333,4.0,4.5,8.0,Fase 3 (7° e 8° ano),3.0,1,Em fase,,,
RA-36,Aluno-36,2022,17,Feminino,2019,3.0,Rede Decisão,6,6,A,Ametista,7.876,5.0,6.8,9.0,9.2,6.9,,8.944,8.5,4.3,7.8,Fase 7 (3º EM),7.0,-1,Moderada,False,True,Sem limitações
RA-36,Aluno-36,2023,18,Feminino,2019,4.0,Privada *Parcerias com Bolsa 100%,FASE 8,8,8E,,,10.0,,,,,,,,,,Fase 8 (Universitários),8.0,0,Em fase,,,
RA-36,Aluno-36,2024,19,Feminino,2021,3.0,Privada *Parcerias com Bolsa 100%,8E,8,8E,,,10.0,,0.0,,,,,,,,Fase 8 (Universitários),8.0,0,Em fase,,,
RA-360,Aluno-360,2022,12,Feminino,2019,3.0,Escola Pública,2,2,D,Ametista,7.075,5.0,5.2,8.5,9.5,7.5,,7.5,4.7,5.7,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Não atendido
RA-360,Aluno-360,2023,13,Feminino,2019,4.0,Pública,FASE 3,3,3C,Quartzo,5.790875,10.0,4.3,7.3,0.0,2.52,7.34375,7.4225,5.3,4.8,2.8,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-360,Aluno-360,2024,14,Feminino,2021,3.0,Pública,3C,3,3C,Ágata,6.293175689166667,5.0,5.833333333333333,5.618045113,8.334,5.0,7.708333333,6.993333333,4.0,6.0,7.5,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-361,Aluno-361,2022,13,Feminino,2022,0.0,Escola Pública,2,2,F,Ágata,6.731,5.0,5.0,9.2,7.9,6.3,,6.778,4.0,6.0,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Sem limitações
RA-362,Aluno-362,2022,12,Feminino,2018,4.0,Escola Pública,2,2,F,Ametista,7.413,5.0,7.9,7.9,8.5,7.5,,7.5,6.5,9.3,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Sem limitações
RA-362,Aluno-362,2023,13,Feminino,2018,5.0,Pública,FASE 3,3,3G,Ágata,6.392625,10.0,5.1,7.5,0.0,7.52,7.03125,7.0875,5.7,6.8,2.8,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-363,Aluno-363,2022,12,Masculino,2022,0.0,Escola Pública,2,2,F,Ágata,6.644,5.0,2.0,10.0,10.0,6.9,,7.056,1.0,3.0,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Sem limitações
RA-363,Aluno-363,2023,13,Masculino,2022,1.0,Pública,FASE 2,2,2F,Ágata,6.680833333,5.0,6.8,9.9,0.0,2.52,8.541666667,8.673333333,6.8,6.8,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-363,Aluno-363,2024,14,Masculino,2022,2.0,Privada,3D,3,3D,Ametista,7.617803571466666,10.0,5.333333333333333,9.523809524,9.585,5.625,7.34375,6.955,4.0,3.5,8.5,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-364,Aluno-364,2022,11,Masculino,2019,3.0,Escola Pública,2,2,F,Topázio,8.75,10.0,8.8,10.0,9.5,7.5,,8.167,9.5,8.0,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,False,Sem limitações
RA-364,Aluno-364,2023,12,Masculino,2019,4.0,Pública,FASE 3,3,3G,Ametista,7.734891667,10.0,5.8,9.0,8.8,6.89,7.03125,7.505,8.0,5.2,4.3,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-364,Aluno-364,2024,13,Masculino,2021,3.0,Pública,3G,3,3G,Topázio,8.2697037582,10.0,7.5,9.526143791,8.751,7.51,7.96875,7.2075,8.0,5.0,9.5,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-365,Aluno-365,2022,10,Feminino,2022,0.0,Escola Pública,2,2,F,Topázio,8.063,10.0,7.8,10.0,8.0,5.0,,7.833,6.0,9.5,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,False,Sem limitações
RA-365,Aluno-365,2023,10,Feminino,2022,1.0,Pública,FASE 2,2,2G,Topázio,8.6587,10.0,8.7,9.9,10.0,2.52,8.958333333,8.953333333,8.2,9.2,,Fase 2 (5° e 6° ano),2.0,0,Em fase,,,
RA-365,Aluno-365,2024,11,Feminino,2022,2.0,Pública,3H,3,3H,Topázio,8.526983333333334,10.0,6.666666666666667,10.0,9.585,7.51,8.4375,8.202,8.0,7.0,5.0,Fase 2 (5° e 6° ano),2.0,1,Em fase,,,
RA-366,Aluno-366,2022,12,Masculino,2022,0.0,Escola Pública,2,2,F,Ametista,7.181,5.0,5.5,9.4,9.5,7.5,,6.833,6.0,5.0,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Sem limitações
RA-367,Aluno-367,2022,12,Feminino,2018,4.0,Escola Pública,2,2,F,Ágata,6.95,5.0,6.7,7.4,8.5,6.3,,7.5,5.2,8.2,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Sem limitações
RA-367,Aluno-367,2023,12,Feminino,2018,5.0,Pública,FASE 3,3,3F,Ametista,7.38685,10.0,5.9,8.7,8.8,2.52,7.8125,7.7925,7.0,5.5,5.2,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-367,Aluno-367,2024,13,Feminino,2021,3.0,Pública,4B,4,4B,Ametista,7.209434085200001,10.0,5.0,7.268170426,9.168,6.26,6.875,7.6275,2.0,5.5,7.5,Fase 3 (7° e 8° ano),3.0,1,Em fase,,,
RA-368,Aluno-368,2022,13,Masculino,2018,4.0,Rede Decisão,2,2,F,Ágata,6.969,5.0,7.3,7.9,8.0,5.0,,7.5,5.5,9.0,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Requer avaliação
RA-368,Aluno-368,2023,14,Masculino,2018,5.0,Pública,FASE 3,3,3F,Quartzo,5.796458333,5.0,6.7,7.7,0.0,2.52,7.03125,7.34,5.0,7.2,7.8,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-368,Aluno-368,2024,15,Masculino,2021,3.0,Pública,3G,3,3G,Ágata,6.782158333333333,5.0,7.0,6.166666666666667,7.917,7.51,7.65625,6.7025,4.5,7.0,9.5,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-369,Aluno-369,2022,11,Masculino,2022,0.0,Escola Pública,2,2,F,Ágata,6.973,10.0,4.8,6.9,9.0,7.5,,6.889,4.0,5.5,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,False,Sem limitações
RA-369,Aluno-369,2023,12,Masculino,2022,1.0,Pública,FASE 2,2,2F,Ágata,6.0197,5.0,4.0,4.1,10.0,5.0,8.541666667,7.726666667,5.0,3.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-369,Aluno-369,2024,13,Masculino,2022,2.0,Pública,3H,3,3H,Quartzo,5.667282265,10.0,1.6666666666666667,4.908119658333334,8.751,7.51,6.40625,5.428,0.0,0.0,5.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-37,Aluno-37,2022,17,Feminino,2019,3.0,Rede Decisão,6,6,A,Quartzo,4.95,5.0,5.9,5.4,0.0,5.0,,5.222,2.3,5.3,10.0,Fase 7 (3º EM),7.0,-1,Moderada,False,False,Sem limitações
RA-370,Aluno-370,2022,12,Feminino,2018,4.0,Rede Decisão,2,2,F,Ametista,7.066,5.0,7.2,8.2,8.5,5.0,,7.611,5.2,9.2,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Requer avaliação
RA-371,Aluno-371,2022,10,Feminino,2022,0.0,Escola Pública,2,2,F,Topázio,8.112,10.0,8.4,8.0,9.5,6.9,,7.667,7.8,9.0,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,False,Sem limitações
RA-372,Aluno-372,2022,10,Masculino,2021,1.0,Escola Pública,2,2,F,Ametista,7.304,10.0,7.8,5.5,8.5,6.9,,7.389,8.3,7.2,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,False,Sem limitações
RA-373,Aluno-373,2022,11,Masculino,2022,0.0,Escola Pública,2,2,F,Ametista,7.503,10.0,7.3,9.5,6.4,5.0,,6.944,6.5,8.0,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,False,Requer avaliação
RA-373,Aluno-373,2023,12,Masculino,2022,1.0,Pública,FASE 2,2,2G,Ágata,6.805,5.0,8.4,9.7,0.0,2.52,8.75,7.84,7.7,9.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-374,Aluno-374,2022,12,Feminino,2021,1.0,Escola Pública,2,2,F,Ametista,7.747,5.0,6.9,9.8,9.0,7.5,,7.944,5.3,8.5,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Sem limitações
RA-374,Aluno-374,2023,13,Feminino,2021,2.0,Privada,FASE 3,3,3F,Ametista,7.533891667,10.0,5.4,8.3,8.8,5.63,7.65625,7.9175,6.3,6.3,3.7,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-375,Aluno-375,2022,11,Masculino,2019,3.0,Escola Pública,2,2,F,Ametista,7.831,10.0,5.4,9.5,9.0,7.5,,7.667,3.3,7.5,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,False,Sem limitações
RA-375,Aluno-375,2023,12,Masculino,2019,4.0,Pública,FASE 2,2,2F,Ametista,7.070833333,5.0,7.9,9.9,0.0,5.0,8.541666667,8.283333333,6.8,9.0,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-375,Aluno-375,2024,13,Masculino,2021,3.0,Pública,3H,3,3H,Ametista,7.970034615400001,10.0,6.833333333333333,9.443589743666667,9.585,7.51,7.1875,6.432,9.0,5.5,6.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-376,Aluno-376,2022,12,Feminino,2019,3.0,Escola Pública,2,2,F,Ágata,6.957,5.0,4.3,9.0,9.0,7.5,,7.5,2.0,6.7,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Sem limitações
RA-376,Aluno-376,2023,13,Feminino,2019,4.0,Pública,FASE 2,2,2F,Ametista,7.1392,5.0,5.9,9.6,8.5,2.52,7.916666667,8.226666667,4.3,7.5,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-376,Aluno-376,2024,14,Feminino,2021,3.0,Pública,3G,3,3G,Quartzo,5.896573588800001,5.0,2.8333333333333335,8.287284610666667,10.002,2.51,6.5625,6.325,2.0,5.0,1.5,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-377,Aluno-377,2022,12,Feminino,2021,1.0,Escola Pública,2,2,F,Ágata,6.743,5.0,6.2,7.7,9.0,5.6,,6.833,4.3,8.0,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Requer avaliação
RA-377,Aluno-377,2023,13,Feminino,2021,2.0,Pública,FASE 3,3,3F,Ametista,7.205041667,10.0,4.8,7.6,9.6,5.0,7.34375,7.6275,6.0,5.7,2.8,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-377,Aluno-377,2024,14,Feminino,2021,3.0,Pública,4F,4,4F,Ametista,7.480115873000001,10.0,5.166666666666667,7.698412698333333,9.168,7.51,7.125,7.634,4.0,6.5,5.0,Fase 4 (9° ano),4.0,0,Em fase,,,
RA-378,Aluno-378,2022,12,Masculino,2021,1.0,Escola Pública,2,2,I,Ametista,7.203,5.0,8.1,6.8,9.0,5.6,,7.889,8.7,7.5,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,True,False,Requer avaliação
RA-379,Aluno-379,2022,13,Feminino,2022,0.0,Escola Pública,2,2,I,Ágata,6.722,5.0,5.0,8.1,8.5,7.5,,6.778,5.0,5.0,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Sem limitações
RA-38,Aluno-38,2022,17,Feminino,2017,5.0,Rede Decisão,6,6,A,Topázio,8.523,5.0,8.6,8.9,9.2,7.5,,9.833,9.0,7.0,9.7,Fase 7 (3º EM),7.0,-1,Moderada,False,True,Não indicado
RA-38,Aluno-38,2023,17,Feminino,2017,6.0,Privada - Programa de Apadrinhamento,FASE 7,7,7A,Topázio,8.835333333,10.0,7.7,9.7,9.6,7.52,8.75,8.8825,8.2,8.8,6.0,Fase 7 (3° EM),7.0,0,Em fase,,,
RA-38,Aluno-38,2024,18,Feminino,2021,3.0,Privada - Programa de Apadrinhamento,8F,8,8F,,,10.0,,0.0,,,,,,,,Fase 8 (Universitários),8.0,0,Em fase,,,
RA-380,Aluno-380,2022,13,Masculino,2017,5.0,Escola Pública,2,2,I,Quartzo,4.556,5.0,2.5,4.4,7.9,5.0,,4.833,2.3,2.7,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Requer avaliação
RA-380,Aluno-380,2023,14,Masculino,2017,6.0,Pública,FASE 3,3,3F,Quartzo,4.912375,5.0,4.5,6.4,0.0,2.52,6.71875,6.5425,7.0,4.0,2.5,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-381,Aluno-381,2022,13,Masculino,2018,4.0,Escola Pública,2,2,I,Ágata,6.454,5.0,3.3,8.3,9.0,6.9,,6.944,1.5,5.2,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Sem limitações
RA-381,Aluno-381,2023,14,Masculino,2018,5.0,Pública,FASE 3,3,3G,Quartzo,5.758041667,5.0,3.9,8.4,0.0,6.89,7.34375,6.84,5.3,5.3,1.2,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-381,Aluno-381,2024,15,Masculino,2021,3.0,Pública,3G,3,3G,Quartzo,5.940775,5.0,3.6666666666666665,6.133333333333333,8.334,7.51,6.71875,6.1225,2.5,4.5,4.0,Fase 5 (1° EM),5.0,-2,Moderada,,,
RA-382,Aluno-382,2022,14,Masculino,2017,5.0,Escola Pública,2,2,I,Ágata,6.777,5.0,5.4,7.7,9.0,6.3,,7.333,4.0,6.8,,Fase 4 (9º ano),4.0,-2,Moderada,False,False,Sem limitações
RA-382,Aluno-382,2023,15,Masculino,2017,6.0,Pública,FASE 3,3,3G,Ágata,6.223833333,5.0,5.2,9.4,0.0,6.26,7.5,7.1725,5.0,5.8,4.7,Fase 5 (1° EM),5.0,-2,Moderada,,,
RA-382,Aluno-382,2024,16,Masculino,2021,3.0,Pública,4F,4,4F,Quartzo,5.805712280733333,5.0,3.0,6.324561403666666,9.168,5.63,6.75,6.43,2.0,3.0,4.0,Fase 5 (1° EM),5.0,-1,Moderada,,,
RA-383,Aluno-383,2022,11,Masculino,2019,3.0,Escola Pública,2,2,I,Topázio,8.4,10.0,8.1,9.6,9.0,7.5,,7.778,8.0,8.2,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,False,Sem limitações
RA-383,Aluno-383,2023,12,Masculino,2019,4.0,Pública,FASE 3,3,3G,Ametista,7.5408,10.0,6.5,8.8,9.2,3.14,7.5,7.5,6.3,6.2,7.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-383,Aluno-383,2024,13,Masculino,2021,3.0,Pública,4F,4,4F,Topázio,8.036024386733335,10.0,5.833333333333333,8.600288600333334,9.168,7.51,7.875,8.47,1.0,8.0,8.5,Fase 3 (7° e 8° ano),3.0,1,Em fase,,,
RA-384,Aluno-384,2022,12,Feminino,2017,5.0,Escola Pública,2,2,I,Ametista,7.558,5.0,8.1,8.4,9.0,6.3,,8.0,8.0,8.2,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Requer avaliação
RA-384,Aluno-384,2023,13,Feminino,2017,6.0,Pública,FASE 3,3,3G,Ágata,6.757958333,10.0,7.3,9.1,0.0,2.52,7.65625,7.335,6.3,7.2,8.3,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-384,Aluno-384,2024,14,Feminino,2021,3.0,Pública,4F,4,4F,Topázio,8.072200721466668,10.0,7.5,8.607503607333333,7.5,7.51,7.625,7.936,5.0,9.5,8.0,Fase 4 (9° ano),4.0,0,Em fase,,,
RA-385,Aluno-385,2022,12,Feminino,2022,0.0,Escola Pública,2,2,I,Ágata,6.083,5.0,4.9,7.5,7.4,5.0,,6.5,2.7,7.2,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Sem limitações
RA-386,Aluno-386,2022,13,Masculino,2019,3.0,Escola Pública,2,2,I,Ágata,6.104,5.0,4.0,5.9,10.0,5.6,,7.222,3.7,4.3,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Requer avaliação
RA-386,Aluno-386,2023,14,Masculino,2019,4.0,Pública,FASE 3,3,3G,Quartzo,5.758425,5.0,3.3,7.0,9.2,2.52,7.03125,6.6325,5.0,3.7,1.2,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-387,Aluno-387,2022,13,Masculino,2019,3.0,Escola Pública,2,2,I,Ágata,6.323,5.0,3.7,8.2,7.0,7.5,,6.833,1.3,6.0,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Sem limitações
RA-387,Aluno-387,2023,14,Masculino,2019,4.0,Pública,FASE 3,3,3F,Quartzo,4.794333333,5.0,3.0,6.8,0.0,2.52,6.875,7.0075,4.3,2.8,1.8,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-387,Aluno-387,2024,15,Masculino,2021,3.0,Pública,3G,3,3G,Ágata,6.125500000000001,5.0,4.333333333333333,7.166666666666667,7.5,7.51,6.25,5.9975,5.0,4.0,4.0,Fase 4 (9° ano),4.0,-1,Moderada,,,
RA-388,Aluno-388,2022,14,Feminino,2019,3.0,Escola Pública,2,2,I,Ágata,6.654,5.0,4.5,8.5,7.9,5.6,,7.722,3.5,5.5,,Fase 4 (9º ano),4.0,-2,Moderada,False,False,Requer avaliação
RA-388,Aluno-388,2023,15,Feminino,2019,4.0,Pública,FASE 3,3,3F,Quartzo,5.630833333,5.0,4.2,7.4,0.0,5.63,6.875,7.835,6.0,4.3,2.2,Fase 5 (1° EM),5.0,-2,Moderada,,,
RA-388,Aluno-388,2024,16,Feminino,2021,3.0,Pública,4F,4,4F,Quartzo,5.965307936466667,5.0,4.333333333333333,6.349206349,7.5,7.51,6.75,5.764,1.0,7.0,5.0,Fase 5 (1° EM),5.0,-1,Moderada,,,
RA-389,Aluno-389,2022,11,Masculino,2019,3.0,Escola Pública,2,2,I,Ametista,7.184,10.0,3.5,8.9,8.0,7.5,,7.556,2.0,5.0,,Fase 2 (5º e 6º ano),2.0,0,Em fase,False,False,Sem limitações
RA-389,Aluno-389,2023,12,Masculino,2019,4.0,Pública,FASE 2,2,2H,Ágata,6.687,5.0,8.2,8.2,0.0,2.52,8.75,8.95,6.8,9.5,,Fase 3 (7° e 8° ano),3.0,-1,Moderada,,,
RA-389,Aluno-389,2024,13,Masculino,2021,3.0,Pública,3G,3,3G,Ametista,7.2079551282,10.0,5.166666666666667,6.674358974333333,9.585,8.76,6.5625,6.745,6.5,4.0,5.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-39,Aluno-39,2022,16,Feminino,2017,5.0,Rede Decisão,6,6,A,Ágata,6.033,10.0,6.9,4.8,0.0,6.9,,6.111,7.7,5.1,7.8,Fase 6 (2º EM),6.0,0,Em fase,False,False,Requer avaliação
RA-39,Aluno-39,2023,17,Feminino,2017,6.0,Privada - Programa de Apadrinhamento,FASE 7,7,7A,Topázio,8.710333333,10.0,7.8,9.1,9.6,7.52,8.75,8.7575,8.3,7.8,7.2,Fase 7 (3° EM),7.0,0,Em fase,,,
RA-39,Aluno-39,2024,18,Feminino,2021,3.0,Privada *Parcerias com Bolsa 100%,8F,8,8F,,,10.0,,0.0,,,,,,,,Fase 8 (Universitários),8.0,0,Em fase,,,
RA-390,Aluno-390,2022,12,Feminino,2022,0.0,Escola Pública,2,2,I,Ágata,6.776,5.0,4.7,8.8,7.4,6.3,,7.722,4.0,5.3,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Requer avaliação
RA-390,Aluno-390,2023,12,Feminino,2022,1.0,Pública,FASE 3,3,3G,Ágata,6.905741667,10.0,4.8,8.8,7.9,2.52,7.34375,7.005,5.7,5.8,3.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-390,Aluno-390,2024,13,Feminino,2022,2.0,Pública,3G,3,3G,Ágata,6.5472236842000004,10.0,4.166666666666667,6.080701754333333,7.5,8.755,6.5625,6.08,3.0,2.5,7.0,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-391,Aluno-391,2022,12,Feminino,2022,0.0,Escola Pública,2,2,J,Ametista,7.117,5.0,5.1,8.1,10.0,7.5,,8.056,5.0,5.2,,Fase 3 (7º e 8º ano),3.0,-1,Moderada,False,False,Sem limitações
RA-391,Aluno-391,2023,13,Feminino,2022,1.0,Pública,FASE 3,3,3I,Ágata,6.5107,10.0,3.5,7.5,7.9,2.52,7.5,7.585,4.2,5.0,1.3,Fase 3 (7° e 8° ano),3.0,0,Em fase,,,
RA-392,Aluno-392,2022,14,Masculino,2022,0.0,Escola Pública,2,2,J,Ágata,6.418,5.0,4.8,8.8,9.5,5.6,,6.778,3.7,5.8,,Fase 4 (9º ano),4.0,-2,Moderada,False,False,Não indicado
RA-392,Aluno-392,2023,15,Masculino,2022,1.0,Pública,FASE 3,3,3I,Ágata,6.567208333,5.0,4.6,9.5,9.6,2.52,6.09375,7.17,6.2,4.7,2.8,Fase 5 (1° EM),5.0,-2,Moderada,,,
RA-392,Aluno-392,2024,16,Masculino,2022,2.0,Pública,4B,4,4B,Quartzo,4.3639463364,5.0,1.0,5.414731682,9.585,5.635,3.5,3.545,0.0,2.0,1.0,Fase 5 (1° EM),5.0,-1,Moderada,,,
RA-393,Aluno-393,2022,16,Feminino,2018,4.0,Escola Pública,2,2,J,Quartzo,5.518,2.5,4.6,5.4,10.0,5.0,,6.778,4.7,4.5,,Fase 6 (2º EM),6.0,-4,Severa,False,False,Não indicado
